Offense Code,Offense_Category,Suggested Bin,Offense,Citation,Statute,L/D
54990031,4100,bin_41_vehicle_use_accident,RACING ON HIGHWAY,545.420(d),TRC,MB
54990032,4100,bin_41_vehicle_use_accident,RACING ON HIGHWAY W/PREV CONV OR W/DWI,545.420(e),TRC,MA
54990033,4100,bin_41_vehicle_use_accident,RACING ON HIGHWAY W/2 PREV CONV,545.420(f),TRC,FS
54990034,4100,bin_41_vehicle_use_accident,RACING ON HIGHWAY CAUSING BODILY INJURY,545.420(g),TRC,F3
54990035,4100,bin_41_vehicle_use_accident,RACING ON HIGHWAY CAUSING SERIOUS BODILY INJ,545.420(h),TRC,F2
54990036,4100,bin_41_vehicle_use_accident,PERSON RIDE TRAILER/SEMI TRAILER DRAWN TRUCK,545.4191,TRC,MB
54990037,4100,bin_41_vehicle_use_accident,LIC CAR/EXHI W/O FIN RESP CAUSE SBI/DEATH IAT,521.025(c)(3),TRC,MA
54990038,4100,bin_41_vehicle_use_accident,PASSING A SCHOOL BUS CAUSES SERIOUS BI,545.066(c)(2),TRC,MA
54990039,4100,bin_41_vehicle_use_accident,PASSING A SCHOOL BUS CAUSES SBI W/PREV CONV,545.066(c)(3),TRC,FS
54990040,4100,bin_41_vehicle_use_accident,VIOL OF OCCUPATIONAL DRIVERS LICENSE,521.253(b),TRC,MB
54990041,4100,bin_41_vehicle_use_accident,RECKLESS OR EXCESSIVE SPEED OF WATER VESSEL,31.127(b),PWC,MB
54990042,4100,bin_41_vehicle_use_accident,WATER VESSEL ACCDNT DEATH/SBI FAIL ASSIST/INFO,31.127(d),PWC,F*
54990043,4100,bin_41_vehicle_use_accident,WATER VESSEL ACCIDENT FAIL TO ASSIST/GIVE INFO,31.127(e),PWC,MA
54990044,4100,bin_41_vehicle_use_accident,RECKLESS DRIVING,545.401(b),TRC,M*
54990046,4100,bin_41_vehicle_use_accident,OP OF MOTOR VEHICLE REG SUSPENDED,601.371(c),TRC,M*
54990050,4100,,,,,
54990052,4100,bin_41_vehicle_use_accident,PASS EMERGENCY VEH CAUSING BODILY INJURY,545.157,TRC,MB
54990061,4100,bin_41_vehicle_use_accident,DISOBEY WARNING SIGNS/BARRICADES OVER ROADS,472.022(a),TRC,MB
54990065,4100,bin_41_vehicle_use_accident,EMPLOYER RESP RE: COMM MOTOR VEH DRIVER,522.072,TRC,MB
54990067,4100,bin_41_vehicle_use_accident,DRIVING W/LIC INV W/PREV CONV/SUSP/W/O FIN RES,521.457(f)(f-1),TRC,MB
54990068,4100,bin_41_vehicle_use_accident,DRIVING W/VIOL FIN RESP ACCIDENT SBI/DEATH,521.457(f-2),TRC,MA
54990070,4100,bin_41_vehicle_use_accident,OP OF MOTOR VEHICLE REG SUSP W/PREV CONV IAT,601.371(d),TRC,MA
54990071,4100,bin_41_vehicle_use_accident,USE WIRELESS DEV MESSAGE DRIVING CAUSE SBI/DTH,545.4251(f),TRC,MA
54990072,4100,bin_41_vehicle_use_accident,DRVNG DISQ/COMM W/PRV CNV/SUSP/W/O FIN RES IAT,522.071(d),TRC,MB
54990073,4100,bin_41_vehicle_use_accident,DRV DISQ/COMM VIOL FIN RESP ACCDNT SBI/DTH IAT,522.071(d),TRC,MA
54990074,4100,bin_41_vehicle_use_accident,KNOW OPERATE VEHICLE W/OUT-OF-SERVICE ORDER,644.151(b-1),TRC,MA
54990075,4100,bin_41_vehicle_use_accident,KNOW OPER VEH W/OUT-OF-SERVICE ORDR ACC BI IAT,644.151(b-1)(1),TRC,FS
54990076,4100,bin_41_vehicle_use_accident,KNOW OPR VEH W/OUT-OF-SERVICE ORDR ACC DTH IAT,644.151(b-1)(2),TRC,F2
54990077,4100,bin_41_vehicle_use_accident,BRIDGE/UNDERPASS CLEARANCE IAT,621.504(c),TRC,MB
54999999,4100,bin_41_vehicle_use_accident,TRAFFIC OFFENSE CLASS C,CLASS C,X,MC
55030001,2600,bin_26_elderly_at_risk_adult_endangerment,ADMINISTRATION OF MEDICATION TO RESIDENT,242.158(a),HSC,MB
55110001,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,IMPORTING FRESH MEAT W/O LABEL W/PREV CONV,150.003(b),AGC,M*
55110002,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,LABELING OF BISON/BUFFALO MEAT W/PREV CONV,151.003(b),AGC,MB
55120001,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,OFFER INEDIBLE ANIMAL PRODUCTS FOR SALE,433.056,HSC,M*
55120002,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,SELL POSS HORSEMEAT FOR HUMAN CONSUMPTION ENH,149.002,AGC,F*
55120003,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,SELL POSS HORSEMEAT FOR HUMAN CONSUMPTION,149.002,AGC,M*
55120005,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,TRANSFER HORSEMEAT TO SELLER HUMAN CONSUMPTION,149.003,AGC,M*
55120006,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,TRANS HORSEMEAT TO SELLER HUMAN CONSUMPT ENH,149.003,AGC,F*
55120007,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,UNL SELL/RECEIPT/TRANSPORT OF POULTRY,433.053,HSC,M*
55120008,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,UNL SLAUGHTER/PREPARATION MEAT/POULTRY,433.051,HSC,M*
55120009,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,UNL STORE/HANDLE OF ANIMALS/MEAT PRODUCTS,433.032,HSC,M*
55120010,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,UNL USE OF EQUINE PRODUCTS,433.033,HSC,M*
55990003,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,COMMERCIAL FEED RULES - DRUGS IN FEED,141.149,AGC,MB
55990017,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,REFUSE ENTRY BOARD HEALTH W/SEARCH WARRANT,81.068(a),HSC,MA
55990018,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,CONCEAL COMMUNICABLE DISEASE/EXPOSURE,81.066(a),HSC,MB
55990025,4300,bin_43_wildlife_game_domesticated_animal_feed_lot,AREA QUARANTINE COMMUNICABLE DISEASE,81.085(h),HSC,F3
55990026,1300,bin_13_electronic_tampering,FAIL TO MAINTAIN SMOKE DETECTORS IN HOTEL,792.002,HSC,MB
55990027,4400,bin_44_produce_agriculture_infectious_disease,FAIL TO REPORT COMMUNICABLE DISEASES,81.049(a),HSC,MB
55990029,4400,bin_44_produce_agriculture_infectious_disease,MOVE INFECTED NURSERY PROD INTO CITRUS ZONE,73.005,AGC,MA
55990032,4400,bin_44_produce_agriculture_infectious_disease,VIOL CONTROL MEASURE ORDER,81.087,HSC,MB
55990034,4400,bin_44_produce_agriculture_infectious_disease,TRANSPORT INFECTED PERSON/ANIMAL INTO TX,81.089(a)(1),HSC,MA
55990035,4400,bin_44_produce_agriculture_infectious_disease,TRANSPORT INFECT PERSON/ANIMAL IN TX INT HARM,81.089(a)(1),HSC,F3
55990036,4400,bin_44_produce_agriculture_infectious_disease,STORE SELL/HANDLE FLAMMABLE LIQUIDS,753.011(a),HSC,MB
55990038,4400,bin_44_produce_agriculture_infectious_disease,COTTON PEST CONTROL RULE/RESTRICTION,74.007,AGC,MB
55990040,4400,bin_44_produce_agriculture_infectious_disease,MOVE SALE OF QUARANTINED OR DISEASED CATTLE,162.012,AGC,MB
55990041,4400,bin_44_produce_agriculture_infectious_disease,CONCEAL REMOVE ANIMAL/VEHICLE W/DISEASE,81.067(a),HSC,MB
55990042,4400,bin_44_produce_agriculture_infectious_disease,REFUSE INSPECTION/SAMPLING SEED/FERTILIZER ENH,63.145,AGC,MB
55990043,4500,bin_45_health_code,REFUSE INSPECTION OF RECORDS BOARD OF HEALTH,143.015(3),HSC,M*
55990044,4500,bin_45_health_code,DENTAL LAB/PROSTHETIC REGULATION VIOLATION,266.303(b),OC,F3
55990045,4500,bin_45_health_code,STATE EMERGENCY ORDERS VIOL,433.006(a),GC,M*
55990050,4600,bin_46_haz_mat_waste,DISPOSE OF WILDLIFE CARCASS BY PERMITTEE,43.155,PWC,MB
55990051,4600,bin_46_haz_mat_waste,MAN IMPORT REPACK HAZARDOUS SUBSTANCE,501.034,HSC,MA
55990052,4600,bin_46_haz_mat_waste,SALE OF CERTAIN FUEL MIXTURES,8614,VCS,MB
55990053,4500,bin_45_health_code,PERSON U/18 YOA FALSE ID FOR TATTOO,146.012,HSC,MB
55990054,4500,bin_45_health_code,PERSON U/18 YOA FALSE ID FOR BODY PIERCING,146.0125,HSC,MB
55990056,4500,bin_45_health_code,DENTAL PROSTHETIC REGIST VIOL W/PREV CONV,266.303(c),OC,MA
55990057,4500,bin_45_health_code,DENT PROSTHETIC FROM UNREG DENTAL LAB,266.303(d),OC,MB
55990058,4500,bin_45_health_code,DENT PROSTHETIC FROM UNREG DENTAL LAB W/PREV,266.303(d),OC,MA
55990059,4500,bin_45_health_code,FAILURE TO PERFORM DUTY REPORTING BIRTH,195.004(d-1),HSC,MA
55990060,4500,bin_45_health_code,MOVE ANIMAL VIOL OF QUARANTINE W/PREV IAT,167.132(c),AGC,MB
55990061,4500,bin_45_health_code,MOVE ANIMAL INTO ST FROM QUARANTINE W/PREV IAT,167.133(b),AGC,MB
55990062,4500,bin_45_health_code,MOVE ANIM/COMMODITY TO ST FROM QUAR W/PREV IAT,167.133(c),AGC,MB
55990067,4500,bin_45_health_code,VIOL RABIES VACCINATION REQUIREMENT W/PREV CON,826.022(c),HSC,MB
55990069,4500,bin_45_health_code,UNLAWFUL RESTRAINT OF DOG W/PREV CONV,821.079(d),HSC,MB
55990070,4500,bin_45_health_code,TATTOO/BODY PIERCING REGULATION REQUIREMENTS,146.018(b),HSC,MA
55990071,4500,bin_45_health_code,MOVE CERT ANIM TO UNDESIGNATE LOCAL W/PREV IAT,167.134(b),AGC,MB
55990072,4500,bin_45_health_code,MOVE ANIMAL FAIL TO DISPLAY CERT W/PREV IAT,167.135(b),AGC,MB
55990073,4500,bin_45_health_code,MOVE ANIMAL FAIL TO MAKE STATEMENT W/PREV IAT,167.136(b),AGC,MB
55990074,4500,bin_45_health_code,MOVE ANIMAL FAIL TO CLEAN CONVYANCE W/PREV IAT,167.137(b),AGC,MB
55990075,4500,bin_45_health_code,MOVE ANIMAL SAND AS BEDDING W/PREV CONV IAT,167.138(b),AGC,MB
55990076,4500,bin_45_health_code,MOVE COMMODITY TO ST FRM QUARANTINE W/PREV IAT,167.139(b),AGC,MB
55990077,4500,bin_45_health_code,IMPROP REMOVE REFUSE/DEAD/INJ ANIM W/PREV IAT,167.140(b),AGC,MB
55990078,4500,bin_45_health_code,FAIL TO DIP LIVESTOCK W/PREV CONV IAT,167.141(b),AGC,MB
55990079,4500,bin_45_health_code,DESTRUCTION PUBLIC DIPPING FACILITY W/PREV IAT,167.142(b),AGC,MB
55990080,4500,bin_45_health_code,FAIL PROVIDE TICK-FREE STKYRD FACIL W/PREV IAT,167.143(b),AGC,MB
55990081,4500,bin_45_health_code,REFUSE PERMIT SEARCH FOR TICK ERADICATION,167.144(b),AGC,MB
55990082,4500,bin_45_health_code,TRAP TRANSPORT/TRANSPLANT ANIMALS W/O PERMIT,43.062(a),PWC,MB
55990083,4500,bin_45_health_code,TANNING FACILITY REGULATIONS VIOLATION,145.013(b),HSC,MA
55990084,4500,bin_45_health_code,BLOOD SAMPLE TEST COMPLIANCE W/PREV IAT,163.072(c),AGC,MB
55990085,4500,bin_45_health_code,REFUSE TO VACCINATE FEMALE CALVES W/PREV IAT,163.081(b),AGC,MB
55990086,4500,bin_45_health_code,MOVE CATTLE W/BRUCELLOSIS W/PREV CONV IAT,163.084(b),AGC,MB
55990087,4500,bin_45_health_code,FAIL HANDLE INFECTED ANIMAL PROPERLY W/PRE IAT,163.085(b),AGC,MB
55990088,4500,bin_45_health_code,SELL BRUCELLOSIS INFECTED CATTLE,163.086(b),AGC,MB
55990089,4500,bin_45_health_code,IMPROPER SELL/USE BRUCELLOSIS VACC LIVESTOCK,163.087(b),AGC,MA
55990090,4600,bin_46_haz_mat_waste,PESTICIDE HERBICIDE LIC/REG VIOL W/PREV CONV,76.202(a),AGC,MB
55990091,4600,bin_46_haz_mat_waste,PESTICIDE HERBICIDE CAUSING INJ,76.202(b),AGC,MA
55990092,4600,bin_46_haz_mat_waste,PESTICIDE HERBICIDE CAUSING INJ W/PREV CONV,76.202(b),AGC,F3
55990093,4500,bin_45_health_code,IMPROPER DISPOSAL OF DISEASED CARCASS,161.135(b),AGC,MB
55990094,4400,bin_44_produce_agriculture_infectious_disease,MOVE ANIMAL W/OUT CERTIFICATE W/PREV CONV IAT,161.137(b),AGC,MB
55990095,4400,bin_44_produce_agriculture_infectious_disease,MOVE FERAL SWINE VIOLATION W/PREV CONV IAT,161.1375(b),AGC,MB
55990096,4400,bin_44_produce_agriculture_infectious_disease,MOVE QUARANTINED ANIMAL OUT OF AREA W/PREV IAT,161.141(a),AGC,MB
55990097,4400,bin_44_produce_agriculture_infectious_disease,MOVE DISEASE ANI/COMM OUT OF QUARNT W/PREV IAT,161.141(b),AGC,MB
55990098,4400,bin_44_produce_agriculture_infectious_disease,QUARANTINE VIOLATION FOOT/MOUTH DISEASE,161.141(c),AGC,MA
55990099,4400,bin_44_produce_agriculture_infectious_disease,QUARANTINE VIOLATION FOOT/MOUTH DISEASE W/PREV,161.141(d),AGC,F*
55990100,4400,bin_44_produce_agriculture_infectious_disease,SALE/MOVEMENT ANIMAL WITH GLANDERS,161.142(b),AGC,MB
55990101,4400,bin_44_produce_agriculture_infectious_disease,IMPORT ANIMAL INTO STATE W/PREV CONV IAT,161.143(b),AGC,MB
55990102,4400,bin_44_produce_agriculture_infectious_disease,VET FAIL TO REPORT DISEASED ANIMAL,161.145(b),AGC,MB
55990103,4400,bin_44_produce_agriculture_infectious_disease,LIVESTOCK MARKET REGULATION VIOLATION,161.146(e),AGC,MB
55990104,4400,bin_44_produce_agriculture_infectious_disease,TEST EQUINE INFECTIOUS ANEMIA W/PREV CONV IAT,161.149(c),AGC,MB
55990105,4400,bin_44_produce_agriculture_infectious_disease,HOLD FERAL SWINE/FACILITY VIOLATION W/PREV IAT,161.150(c),AGC,MB
55990106,4500,bin_45_health_code,PURCHASE/SALE ADULT STEM CELLS,48.03(e),PC,MA
55990107,4500,bin_45_health_code,IMPROPER CONSID/SOLICIT OF HUMAN FETAL TISSUE,173.007(b),HSC,MA
55990108,4500,bin_45_health_code,PROHIBITED PURCHASE/SALE OF HUMAN FETAL TISSUE,48.03(c),PC,FS
55990109,4500,bin_45_health_code,CHIROPRACTIC PRACTICE ACT W/O LICENSE,201.605(b),OC,MA
55990110,4500,bin_45_health_code,CHIROPRACTIC PRACTICE W/O LICENSE PREV CNV IAT,201.605(c),OC,F3
55990111,4500,bin_45_health_code,VIOL PROHIBITED ACTS OF FOOD/DRUG/COSMETIC ACT,431.059(a),HSC,MA
55990112,4500,bin_45_health_code,VIOL PROH FOOD/DRUG/COSMETIC ACT ENH,431.059(a),HSC,FS
55999999,4500,bin_45_health_code,HEALTH AND SAFETY VIOL CLASS C,CLASS C,X,MC
56990003,4700,bin_47_civil_rights_discrimination,UNL INQUIRY INTO RELIGIOUS AFFILIATION,22.901,EDC,MB
56990004,4700,bin_47_civil_rights_discrimination,INTERFER W/EMPLOYMENT DISCRIMINATION PROVISION,21.004,LC,MB
56990006,400,bin_04_sexual_assault,SEXUAL CONT/INTERCOURSE W/SUPERVISED PERSON,39.04(g),PC,FS
56990007,4700,bin_47_civil_rights_discrimination,UNL RESTRAINT WHILE IN CUSTODY,20.02(c)(2)(C),PC,F3
56990008,4700,bin_47_civil_rights_discrimination,OFFICIAL OPPRESSION,39.03(d),PC,MA
56990009,4700,bin_47_civil_rights_discrimination,OFFICIAL OPPR:INTENT IMPAIR ACCURACY PEIMS RPT,39.03(d),PC,F3
56990010,4700,bin_47_civil_rights_discrimination,VIOL OF CIVIL RIGHTS OF PERSON IN CUSTODY,39.04(b),PC,MA
56990011,4700,bin_47_civil_rights_discrimination,CIVIL RIGHTS PERSON IN CUSTODY VIOLATE/SEXUAL,39.04(b),PC,FS
56990012,4700,bin_47_civil_rights_discrimination,VIOLATE PROHIBITED DISCRIMINATION ACTS,106.003(b),CPR,M*
57010002,4500,bin_45_health_code,RELEASE DISCLOSE HIV TEST RESULTS,545.703(b),IC,MA
57060012,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIV <$2500 IAT,33.024(b-2)(1),PC,FS
57060013,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIVL >=$2500<$30K IA,33.024(b-2)(2)(A),PC,F3
57060014,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIVL CLIENT HARM IAT,33.024(b-2)(2)(B),PC,F3
57060015,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIV >=$30K<$150K IAT,33.024(b-2)(3)(A),PC,F2
57060016,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIVL CLIENT BI IAT,33.024(b-2)(3)(B),PC,F2
57060017,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIVL >=$150K IAT,33.024(b-2)(4)(A),PC,F1
57060018,1300,bin_13_electronic_tampering,UNLAWFUL DECRYPTION KNOW PRIV CLNT SBI/DTH IAT,33.024(b-2)(4)(B),PC,F1
57070001,3500,bin_35_violation_orders_conflict_interest_interference_records,ENTER OR REMAIN ON CAMPUS AFTER WITHDRAWAL,51.239,EDC,M*
57070004,1300,bin_13_electronic_tampering,LEGISLATIVE COUNCIL COMPUTER ACCESS/DAMAGE,323.015(a),GC,MA
57070005,4800,bin_48_trespassing,HERDING AND LINE RIDING W/O LEASE OF LAND,11.074(a),NRC,M*
57070007,4800,bin_48_trespassing,REFUSE OR FAIL TO LEAVE BUILDING CLOSED TO PUB,51.242,EDC,M*
57070008,4800,bin_48_trespassing,STUDENT OR EMPLOYEE BARRED FROM CAMPUS,51.241,EDC,M*
57070009,4800,bin_48_trespassing,UNLAWFULLY ENTER PRIVATE RESIDENCE,161.011,HSC,F*
57070019,4800,bin_48_trespassing,CRIM TRESPASS HABIT/SHLTR/SUPRFUND/INFSTRT,30.05(d)(3)(A),PC,MA
57070020,4800,bin_48_trespassing,CRIMINAL TRESPASS,30.05(d)(1),PC,MB
57070021,4800,bin_48_trespassing,CRIMINAL TRESPASS INST HIGH EDU PREV CONV IAT,30.05(d)(3)(B),PC,MA
57070022,4800,bin_48_trespassing,CRIMINAL TRESPASS W/DEADLY WEAPON,30.05(d)(3)(C),PC,MA
57990004,4900,bin_49_record tampering,UNL USE PEN REGISTER/TRAP AND TRACE DEVICE,16.03(a),PC,FS
57990005,4900,bin_49_record tampering,UNL ACCESS STORED COMMUNICATION BENEFIT,16.04(d),PC,FS
57990011,4900,bin_49_record tampering,UNL ACCESS TO STORED COMMUNICATIONS,16.04(b),PC,MA
57990012,4900,bin_49_record tampering,ILLEGAL DIVULGENCE PUB COMM COMMERCIAL GAIN,16.05(e),PC,MA
57990014,4900,bin_49_record tampering,UNAUTH USE/DISCLOSURE CCH INFO,411.085(a),GC,MB
57990015,4900,bin_49_record tampering,UNAUTH USE/DISCLOSURE CCH INFO REMUNERATION,411.085(c),GC,F2
57990016,4900,bin_49_record tampering,DISEMIN/PUBLISH INTERNET MOTOR VEHICLE RECORD,731.007,TRC,MA
57990017,4900,bin_49_record tampering,RELEASES/DISCLOSES/USES IMMUNIZATION INFO,161.009,HSC,MA
57990018,4900,bin_49_record tampering,UNL INSTALLATION OF TRACKING DEVICE,16.06,PC,MA
57990019,4900,bin_49_record tampering,CONFIDENTIAL OF CERTAIN RABIES VACCINE INFO,826.0211,HSC,M*
57990020,4900,bin_49_record tampering,CONFIDENTIAL OF CERTAIN DOG/CAT REGISTRY INFO,826.0311,HSC,M*
57990022,4900,bin_49_record tampering,MEDICAL PRACTICE ACT UNAUTH RELEASE OF INFO,165.158,OC,MA
57990023,4900,bin_49_record tampering,CONFIDENTIAL POLYGRAPH RESULTS,1703.403,OC,MB
57990024,4900,bin_49_record tampering,USE CERTAIN ELECTRONICALLY READABLE INFO,109.61,ABC,MA
57990025,4900,bin_49_record tampering,UNL INTER/USE/DISC WIRE/ORAL ELEC COMMUNICATE,16.02,PC,F2
57990026,4900,bin_49_record tampering,UNL INTER/USE/DISC WIRE/ORAL ELEC COMMUNICATE,"16.02(d,g)",PC,FS
57990028,4900,bin_49_record tampering,USE OF INFORMATION/RECORDS CONFIDENTIAL,672.009,HSC,MA
57990029,4900,bin_49_record tampering,ELECTRONIC MONITORING OF RESIDENTS ROOM,242.841,HSC,MB
57990030,4900,bin_49_record tampering,DISCLOSE HOSPITAL DATA W/O REMOVING CONFID INF,311.037(b),HSC,MB
57990031,4900,bin_49_record tampering,DISCLOSE DISTR OR SELL CONFIDENTIAL DATA,311.037(c)(1),HSC,MB
57990032,4900,bin_49_record tampering,DISCLOSE OF INFORMATION ON TAX REPORT,171.361,TC,M*
57990034,4900,bin_49_record tampering,MISUSE INFO BY CRIME STOPPER COUNCIL EMPLOYEE,414.009,GC,MA
57990035,4900,bin_49_record tampering,DISCLOSE HUMAN SERVICES DEPT INFO,12.003,HRC,MA
57990038,4900,bin_49_record tampering,POLYGRAPH EXAMINERS ACT,4413(29cc),VCS,MB
57990039,4900,bin_49_record tampering,UNL USE OF INFORMATION ON REGISTRATION LIST,18.009,EC,MA
57990040,4900,bin_49_record tampering,UNL USE OF VOTER MASTER FILE INFORMATION,18.067,EC,MA
57990041,4900,bin_49_record tampering,CONFIDENT TEST RESULTS,81.103,HSC,MA
57990042,4900,bin_49_record tampering,DISCLOSE UNANNOUNCED INSPECTION,242.045,HSC,F3
57990043,4900,bin_49_record tampering,UNAUTH USE/RELEASE OF CRIMINAL INFORMATION,61.05,CCP,MA
57990044,4900,bin_49_record tampering,INFO PROVIDED BY INSURNCE CO VIOL PRIVACY,601.454,TRC,MB
57990045,4900,bin_49_record tampering,VOLUNTARY ADOPTION REGISTRIES DISCLOSES RECORD,162.421(c),FC,F2
57990046,4900,bin_49_record tampering,VOLUNTARY ADOPTION REGISTRIES IMPERSON ADMIN,162.421(f),FC,F2
57990047,4900,bin_49_record tampering,VOLUNTARY ADOPTION REGISTRIES IMPERSON ADOPTEE,162.421(e),FC,F2
57990048,4900,bin_49_record tampering,VOLUNTARY ADOPTION REGISTRIES KNOW/RECK RECORD,162.421(d),FC,MA
57990049,4900,bin_49_record tampering,VOLUNTARY ADOPTION REGISTRIES W/INT TO DECEIVE,162.421(g),FC,F3
57990050,4900,bin_49_record tampering,CONFIDENTIALITY OF DNA RECORDS,411.153(c),GC,FS
57990051,4900,bin_49_record tampering,IMPROPER USE OF VICTIM/ACCIDENT INFO 3+ CONV,504.002(c),BCC,F3
57990052,4900,bin_49_record tampering,DISCLOSE AGENDA/TAPE RECORDING OF CLSD MEETING,551.146(b),GC,MB
57990053,4900,bin_49_record tampering,CONSPIRE TO CIRCUMVENT FOR SECRET DELIBERATION,551.143(b),GC,MB
57990054,4900,bin_49_record tampering,DISCL/DISPL/DISTR/USE UNMANNED AIRCRAFT IMAGE,423.004(b),GC,MB
57990055,4900,bin_49_record tampering,USE NAME/PICTURE MEMBER OF ARMED FORCES,721.002(b),BCC,MA
57990056,4900,bin_49_record tampering,UNAUTH USE OF ELECTRONIC READABLE INFO ON DL,521.126(c),TRC,MA
57990057,4900,bin_49_record tampering,VIOLATE HEALTH INFO EXCHANGE REGULATION,182.154(b),HSC,MA
57990058,4900,bin_49_record tampering,UNAUTH RELEASE OF BODY WORN CAMERA RECORDING,1701.659(b),OC,MA
57990059,4900,bin_49_record tampering,REIDENTIFY/DISCLOSE DEIDENTIFIED INFORMATION,506.004(b),BCC,MA
57990060,4900,bin_49_record tampering,COMPUTER SECURITY BREACH,33.02(b),PC,MB
57990061,4900,bin_49_record tampering,DISCLOSE INFO FV/TRAFFIC SHELTER CENTER,42.075(c),PC,MA
57999999,4900,bin_49_record tampering,INVASION OF PRIVACY CLASS C,CLASS C,X,MC
58030004,5000,bin_50_tobacco_distribution_sale,PROHIBITION UNREGULATED/UNSTAMPED CIGARETTES,48.015,PC,MA
58990002,100,,,,,
58990004,100,,,,,
58990005,100,,,,,
58990006,100,,,,,
58990007,100,,,,,
58990009,100,,,,,
58990010,100,,,,,
58990011,100,,,,,
58990012,100,,,,,
58990013,100,,,,,
58990014,100,,,,,
58990015,100,,,,,
58999999,5100,bin_51_smuggling,SMUGGLING CLASS C,CLASS C,X,MC
59990004,700,bin_07_coercion_politics,CANDIDATE REIMBURSE/PAYMENT ON CERTAIN LOANS,253.042,EC,MA
59990005,700,bin_07_coercion_politics,FAIL TO PLACE CANDIDATE NAME ON BALLOT,52.003,EC,MA
59990006,700,bin_07_coercion_politics,NOTICE CHANGE IN COMMITTEE STATUE,254.129,EC,MB
59990007,700,bin_07_coercion_politics,NOTICE TO CANDIDATE CONTRIBUTION/EXPENDITURES,254.128,EC,MA
59990008,700,bin_07_coercion_politics,DEL PRESERVATION KEY TO BALLOT BOX NO 3,66.06,EC,MB
59990010,700,bin_07_coercion_politics,UNTIMELY INCOMPLETE POLITICAL REPORT,254.041,EC,MA
59990011,700,bin_07_coercion_politics,FAIL TO DELIVER VOTER APPLICATION W/INT,13.042,EC,MA
59990013,700,bin_07_coercion_politics,RESTRICT OF POLITICAL ACTIVITIES,31.035,EC,MA
59990016,700,bin_07_coercion_politics,CONTRIBUTE TO POLITICAL PARTY,253.104,EC,F3
59990017,700,bin_07_coercion_politics,UNL DEL OF VOTER CERTIFICATE,13.145,EC,F3
59990018,700,bin_07_coercion_politics,UNL DEPOSIT OF BALLOT,64.011,EC,MA
59990019,700,bin_07_coercion_politics,UNL DIRECT CAMPAIGN EXPENDITURE,253.002,EC,MA
59990020,700,bin_07_coercion_politics,UNL DIVULGING VOTE,61.006,EC,F3
59990021,700,bin_07_coercion_politics,RESTRICT CONTRIBUTE/EXPENDITURE GEN PURPOSE CO,253.037,EC,MA
59990022,700,bin_07_coercion_politics,UNL MAKING/ACCEPTING CONTRIBUTION,253.003(d),EC,MA
59990023,700,bin_07_coercion_politics,UNL PERMITTING/PREVENT DEPOSIT OF BALLOT,64.01,EC,MB
59990024,700,bin_07_coercion_politics,UNL PREPARATION OF BALLOT,52.0063,EC,MA
59990025,700,bin_07_coercion_politics,UNL REMOVAL OF BALLOT FROM BALLOT BOX,276.003,EC,F3
59990026,700,bin_07_coercion_politics,RETENTION OF POLITICAL CONTRIBUTION,254.203,EC,MA
59990027,700,bin_07_coercion_politics,SECURE BALLOT/BALLOT BOXES/STUBS/ENVELOPES,61.005,EC,MA
59990028,700,bin_07_coercion_politics,TRUE SOURCE OF ELECTION COMMUNICATION,255.004,EC,MA
59990029,700,bin_07_coercion_politics,UNL INFLUENCING VOTER,61.008,EC,MB
59990030,700,bin_07_coercion_politics,UNL MAKING EXPENDITURE,253.004,EC,MA
59990031,700,bin_07_coercion_politics,UNL OBSTRUCTING ELECTION WATCHER,33.061,EC,MA
59990034,700,bin_07_coercion_politics,CAMPAIGN IN STATE AUTO/ON STATE TIME,81.151,NRC,M*
59990035,700,bin_07_coercion_politics,RESTRICT ON CONTRIBUTIONS GENERAL ELECTION,257.004,EC,F3
59990036,700,bin_07_coercion_politics,PREPARATION OF ELECTION RETURNS,65.014,EC,MB
59990037,700,bin_07_coercion_politics,REQUEST DISCLOSURE POLITICAL ADVERTISING,255.001,EC,MA
